左槽,防具三件套效果,五件套效果,首饰三件套效果,上衣,下装,护肩,腰带,鞋子,手镯,项链,戒指,武器,武器类型,最终力智,最终力智系数,最终双攻系数,最终面板,最终白字,最终黄字,最终属强,最终技工,装备技工,最终暴击率,最终爆伤,最终暴击期望,最终强度,damage
手套,坚强套二件套效果,坚强套五件套效果,刺杀三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,4057.83,1.13,1.22,69625.56084,2.268,1.57,264,1.9032,1.6632,0.713333333,2.15,1.820333333,1889598.088,6200488618
羽毛,坚强套二件套效果,坚强套五件套效果,时空三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,时空手镯,时空项链,时空戒指,卸甲炮,手炮,4165.56,1.16,1.62,94765.68899,1.97,1.77,266,1.65561,1.41561,0.693333333,1.8,1.554666667,1878882.119,6198804881
手套,变色龙套二件套效果,变色龙套五件套效果,属强三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,属强手镯,属强项链,属强戒指,宝瓶守护者,手炮,4668.3,1.3,1.15,74931.28416,2.6165,1.65,253,1.5609,1.3209,0.757003745,1.95,1.719153558,1866362.801,6198451779
名将兵书,深海熔岩套二件套效果,深海熔岩套五件套效果,刺杀三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,刺杀手镯,刺杀项链,刺杀戒指,铁甲炮,手炮,3986.01,1.11,1.45,81372.0577,1.465,2.02,275,1.86426,1.62426,0.723333333,1.839,1.606876667,1623064.715,6195030914
圣灵之咒,灼伤套二件套效果,灼伤套五件套效果,属强三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3591,1,1.67,84978.89856,2.352,1.6,341,1.595088,1.355088,0.644644195,1.7,1.451250936,1887712.01,6194299682
圣灵之咒,失明套二件套效果,失明套五件套效果,时空三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,4057.83,1.13,1.25,71337.6648,2.818227273,1.63,243,1.7888571,1.5488571,0.730786517,1.7,1.511550562,1864829.561,6193359674
羽毛,深海熔岩套二件套效果,深海熔岩套五件套效果,属强三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3878.28,1.08,1.85,101179.1889,2.060636364,1.6,311,1.605855,1.365855,0.644644195,1.7,1.451250936,1876433.669,6190726960
手套,坚强套二件套效果,坚强套五件套效果,属强三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3950.1,1.1,1.22,67884.36826,2.874545455,1.47,300,1.6386,1.3986,0.664644195,2.05,1.697876404,1886322.661,6189740700
手套,变色龙套二件套效果,变色龙套五件套效果,时空三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,4883.76,1.36,1.15,78213.86035,2.268181818,1.75,255,1.576965,1.336965,0.825692884,1.95,1.78440824,1886196.082,6189325344
名将兵书,MP套二件套效果,MP套五件套效果,时空三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,时空手镯,时空项链,时空戒指,战斗步枪,步枪,5242.86,1.46,1.15,83684.82067,1.47,2.05,281,1.734255,1.494255,0.8182397,1.889,1.727415094,1720452.141,6188472801
名将兵书,坚强套二件套效果,坚强套五件套效果,刺杀三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,4057.83,1.13,1.22,69625.56084,2.063181818,1.72,254,1.9032,1.6632,0.743333333,1.939,1.69799,1720322.516,6188006540
尼威尔徽章,坚强套二件套效果,坚强套五件套效果,刺杀三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,5135.13,1.43,1.22,87037.48673,1.74,1.75,240,1.9132,1.6632,0.7982397,1.913,1.728792846,1832871.924,6187304569
尼威尔徽章,镇魂曲套二件套效果,镇魂曲套五件套效果,属强三件套,镇魂曲套上衣,镇魂曲套下装,镇魂曲套护肩,镇魂曲套腰带,镇魂曲套鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3591,1,1.2,61062.6816,2.611818182,1.4,340,1.6597,1.4097,0.674644195,1.713,1.481021311,1397021.523,6187290330
名将兵书,MP套二件套效果,MP套五件套效果,刺杀三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,4057.83,1.13,1.15,65630.65162,1.784363636,1.87,279,1.9956,1.7556,0.743333333,1.989,1.735156667,1719973.438,6186750908
时间怀表,变色龙套二件套效果,变色龙套五件套效果,火强三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,火强手镯,火强项链,火强戒指,战斗步枪,步枪,5745.6,1.6,1.15,91344.16512,1.836363636,1.99,244,1.5609,1.3209,0.851910112,1.84,1.715604494,1885298.522,6186380110
手套,MP套二件套效果,MP套五件套效果,时空三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,4165.56,1.16,1.15,67271.93971,2.099590909,1.85,293,1.734255,1.494255,0.693333333,2.1,1.762666667,1862593.974,6185934980
时间怀表,坚强套二件套效果,坚强套五件套效果,属强三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3950.1,1.1,1.22,67884.36826,2.281090909,2.04,276,1.6386,1.3986,0.644644195,1.8,1.515715356,1768854.613,6183713371
时间怀表,变色龙套二件套效果,变色龙套五件套效果,时空三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,时空手镯,时空项链,时空戒指,卸甲炮,手炮,4883.76,1.36,1.55,105418.6813,1.75,2.02,231,1.576965,1.336965,0.805692884,1.7,1.563985019,1884150.118,6182611759
名将兵书,堕落圣职者二件套效果,堕落圣职者五件套效果,刺杀三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3698.73,1.03,1.45,75853.52381,1.717840909,1.9,255,1.925376,1.685376,0.7982397,1.839,1.669723109,1718475.098,6181361373
手套,坚强套二件套效果,坚强套五件套效果,刺杀三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,4057.83,1.13,1.22,69625.56084,2.319272727,1.57,252,1.9032,1.6632,0.693333333,2.15,1.797333333,1860598.025,6179306153
尼威尔徽章,堕落圣职者二件套效果,堕落圣职者五件套效果,火强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,火强手镯,火强项链,火强戒指,卸甲炮,手炮,3591,1,1.45,73784.0736,2.099318182,1.87,294,1.667248,1.417248,0.729550562,1.853,1.622306629,1830442.491,6179103425
圣灵之咒,深海熔岩套二件套效果,深海熔岩套五件套效果,刺杀三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,刺杀手镯,刺杀项链,刺杀戒指,铁甲炮,手炮,3986.01,1.11,1.45,81372.0577,1.665,2,275,1.86426,1.62426,0.693333333,1.8,1.554666667,1767037.712,6177361693
时间怀表,镇魂曲套二件套效果,镇魂曲套五件套效果,属强三件套,镇魂曲套上衣,镇魂曲套下装,镇魂曲套护肩,镇魂曲套腰带,镇魂曲套鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3591,1,1.2,61062.6816,2.365,1.6,330,1.6497,1.4097,0.664644195,1.7,1.465250936,1396316.889,6176945399
名将兵书,变色龙套二件套效果,变色龙套五件套效果,刺杀三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,5853.33,1.63,1.15,92985.45322,1.52,1.95,205,1.8108,1.5708,0.930599251,1.839,1.780772772,1716874.116,6175602633
手套,变色龙套二件套效果,变色龙套五件套效果,时空三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,4883.76,1.36,1.15,78213.86035,2.318227273,1.75,243,1.576965,1.336965,0.805692884,1.95,1.76540824,1859102.329,6174338738
尼威尔徽章,鬼面君主套二件套效果,鬼面君主套五件套效果,时空三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,3806.46,1.06,1.67,89745.77007,1.907045455,1.95,245,1.70998825,1.45998825,0.723333333,1.713,1.515736667,1828339.32,6172003662
尼威尔徽章,MP套二件套效果,MP套五件套效果,火强三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,火强手镯,火强项链,火强戒指,九龙步枪,步枪,3950.1,1.1,1.15,63989.36352,2.193727273,1.84,318,1.7263,1.4763,0.674644195,2.003,1.676668127,1828231.645,6171640179
时间怀表,鬼面君主套二件套效果,鬼面君主套五件套效果,时空三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,3806.46,1.06,1.67,89745.77007,1.59,2.39,231,1.69998825,1.45998825,0.693333333,1.7,1.485333333,1765357.723,6171488642
尼威尔徽章,MP套二件套效果,MP套五件套效果,火强三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,火强手镯,火强项链,火强戒指,宝瓶守护者,手炮,3950.1,1.1,1.15,63989.36352,2.244181818,1.84,306,1.7263,1.4763,0.654644195,2.003,1.656608127,1806686.396,6170743168
圣灵之咒,坚强套二件套效果,坚强套五件套效果,火强三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3950.1,1.1,1.22,67884.36826,2.639545455,1.69,293,1.6386,1.3986,0.664644195,1.94,1.624765543,1879939.901,6168796439
名将兵书,变色龙套二件套效果,变色龙套五件套效果,属强三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,4668.3,1.3,1.15,74931.28416,2.362045455,1.8,255,1.5609,1.3209,0.807003745,1.739,1.596375768,1713977.307,6165182801
手套,MP套二件套效果,MP套五件套效果,属强三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3950.1,1.1,1.15,63989.36352,1.797454545,2.25,291,1.7163,1.4763,0.644644195,2.1,1.709108614,1763231.395,6164055244
羽毛,镇魂曲套二件套效果,镇魂曲套五件套效果,火强三件套,镇魂曲套上衣,镇魂曲套下装,镇魂曲套护肩,镇魂曲套腰带,镇魂曲套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3591,1,1.2,61062.6816,1.7575,1.99,319,1.6497,1.4097,0.644644195,1.84,1.541501124,1330574.473,6163235834
手套,MP套二件套效果,MP套五件套效果,时空三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,4165.56,1.16,1.15,67271.93971,2.042727273,1.85,305,1.734255,1.494255,0.713333333,2.1,1.784666667,1877685.082,6161397524
尼威尔徽章,MP套二件套效果,MP套五件套效果,火强三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,火强手镯,火强项链,火强戒指,战斗步枪,步枪,5027.4,1.4,1.15,80402.24448,1.590454545,2.02,294,1.7263,1.4763,0.749550562,2.003,1.751799213,1825079.72,6161000090
圣灵之咒,变色龙套二件套效果,变色龙套五件套效果,时空三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,时空手镯,时空项链,时空戒指,战斗步枪,步枪,5961.06,1.66,1.15,94626.74131,1.95,1.93,231,1.576965,1.336965,0.900599251,1.7,1.630419476,1877072.619,6159387801
圣灵之咒,深海熔岩套二件套效果,深海熔岩套五件套效果,属强三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3878.28,1.08,1.45,79302.60749,2.653863636,1.53,325,1.605855,1.365855,0.664644195,1.7,1.465250936,1876936.842,6158942264
时间怀表,MP套二件套效果,MP套五件套效果,属强三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,属强手镯,属强项链,属强戒指,战斗步枪,步枪,5027.4,1.4,1.15,80402.24448,1.797454545,2,291,1.7163,1.4763,0.739550562,1.85,1.628617978,1876578.477,6157766334
圣灵之咒,MP套二件套效果,MP套五件套效果,火强三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3950.1,1.1,1.15,63989.36352,1.790454545,2.34,294,1.7163,1.4763,0.644644195,1.99,1.638197753,1761111.749,6156645202
羽毛,MP套二件套效果,MP套五件套效果,属强三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3950.1,1.1,1.55,86246.53344,1.797454545,1.95,291,1.7163,1.4763,0.644644195,1.85,1.547947566,1865442.399,6154464579
羽毛,失明套二件套效果,失明套五件套效果,属强三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3842.37,1.07,1.25,67769.6472,2.322909091,2.03,241,1.770246,1.530246,0.682097378,1.7,1.477468165,1751432.783,6154017076
羽毛,深海熔岩套二件套效果,深海熔岩套五件套效果,火强三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3878.28,1.08,1.45,79302.60749,1.846818182,1.99,314,1.605855,1.365855,0.644644195,1.84,1.541501124,1751190.672,6153166370
尼威尔徽章,失明套二件套效果,失明套五件套效果,火强三件套,失明套上衣,失明套下装,失明套护肩,失明套腰带,失明套鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3842.37,1.07,1.25,67769.6472,2.471818182,1.75,258,1.780246,1.530246,0.712097378,1.853,1.607419064,1822653.63,6152810234
时间怀表,坚强套二件套效果,坚强套五件套效果,刺杀三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,5135.13,1.43,1.22,87037.48673,1.74,1.82,240,1.9032,1.6632,0.7882397,1.9,1.70941573,1874969.702,6152487330
名将兵书,深海熔岩套二件套效果,深海熔岩套五件套效果,刺杀三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,3986.01,1.11,1.45,81372.0577,1.818409091,1.65,289,1.86426,1.62426,0.743333333,1.839,1.623656667,1709805.144,6150175516
尼威尔徽章,深海熔岩套二件套效果,深海熔岩套五件套效果,火强三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3878.28,1.08,1.45,79302.60749,2.236363636,1.62,328,1.615855,1.365855,0.674644195,1.853,1.575471498,1821863.011,6150141307
手套,深海熔岩套二件套效果,深海熔岩套五件套效果,刺杀三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3986.01,1.11,1.85,103819.5219,1.465,1.7,275,1.86426,1.62426,0.693333333,2.05,1.728,1874123.939,6149712062
羽毛,鬼面君主套二件套效果,鬼面君主套五件套效果,刺杀三件套,鬼面君主套上衣,鬼面君主套下装,鬼面君主套护肩,鬼面君主套腰带,鬼面君主套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,4776.03,1.33,1.67,111196.6919,1.36,2,205,1.95534,1.71534,0.7882397,1.8,1.63059176,1862921.472,6146147540
手套,变色龙套二件套效果,变色龙套五件套效果,时空三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,4883.76,1.36,1.15,78213.86035,1.75,2.25,231,1.576965,1.336965,0.805692884,1.95,1.76540824,1757621.487,6144443646
时间怀表,镇魂曲套二件套效果,镇魂曲套五件套效果,时空三件套,镇魂曲套上衣,镇魂曲套下装,镇魂曲套护肩,镇魂曲套腰带,镇魂曲套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3806.46,1.06,1.2,64487.9785,2.280272727,1.57,318,1.666845,1.426845,0.693333333,1.7,1.485333333,1397796.497,6143641255
名将兵书,镇魂曲套二件套效果,镇魂曲套五件套效果,刺杀三件套,镇魂曲套上衣,镇魂曲套下装,镇魂曲套护肩,镇魂曲套腰带,镇魂曲套鞋子,刺杀手镯,刺杀项链,刺杀戒指,铁甲炮,手炮,3698.73,1.03,1.2,62775.33005,1.39,2.02,280,1.9164,1.6764,0.723333333,1.839,1.606876667,1233591.035,6143358077
羽毛,深海熔岩套二件套效果,深海熔岩套五件套效果,火强三件套,深海熔岩套上衣,深海熔岩套下装,深海熔岩套护肩,深海熔岩套腰带,深海熔岩套鞋子,火强手镯,火强项链,火强戒指,九龙步枪,步枪,3878.28,1.08,1.45,79302.60749,2.482818182,1.49,338,1.605855,1.365855,0.664644195,1.84,1.558301124,1862035.184,6143223500
圣灵之咒,MP套二件套效果,MP套五件套效果,时空三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,时空手镯,时空项链,时空戒指,战斗步枪,步枪,5242.86,1.46,1.15,83684.82067,1.67,2.03,281,1.734255,1.494255,0.7882397,1.85,1.670003745,1871132.94,6139897459
尼威尔徽章,坚强套二件套效果,坚强套五件套效果,火强三件套,坚强套上衣,坚强套下装,坚强套护肩,坚强套腰带,坚强套鞋子,火强手镯,火强项链,火强戒指,九龙步枪,步枪,3950.1,1.1,1.22,67884.36826,2.667136364,1.56,303,1.6486,1.3986,0.674644195,1.953,1.642935918,1818672.615,6139371350
